Tweet,Emotion
"Its so irritating to learn someone after so MANY years and love who they've become and then they change... For the bad! #Disappointed", sadness
"Watching the eagles. I rather get my eyes ripped out. Fuckin boring and they suck dick #frustrated", anger
"you're my object of affection, my drug of choice, my sick obsession #love", happiness
"not talking to anyone tomorrow..so #annoyed.", anger
"Jus left my babys crib . Gotta major headache , n his tummy hurts =\ we are #hurt", sadness
"knew my sister would fall asleep on her bed oh well she cant annoy me now :D #happy", happiness
"Love the feeling wen I first hear @hollywoodundead after not listening to them for like 2 weeks #love", happiness
"This turned into the worst day. #disappointed", sadness
"the moment when you realize your little brother is growing up #sad#hesbecomingsuchanamazingkid", sadness
"Just dropped mah baby off at school... #proud", happiness
"C'mon Dr. Jackson, post our stinking test grade!!! #impatient #anxious #ihatewaiting", fear
"My stress level is slowly decreasing :) starting to figure out what I want #happy", happiness
"Nu film kijken met @marijeschuur #love", happiness
"Bought myself a Legend of Zelda 3DS and Super Mario 3D Land. Only came to $20 after trades! #excited", happiness
"I should have expected this #annoyed", anger
"Don't brush off the smaller #moments in life, as they add up to our ultimate #happiness !", happiness
"Even if I slept all dag I'd still be tired when I get up #annoying", anger
"@NahsaTubana AHHHHHH <3 <3 <3 Gusto ko na tuloy panoorin NOW NA! :)) #excited", happiness
"Who wears leggings with no ass? #Hurt", sadness
"Stayed up late just to make an epic wish, only to look at the clock and it's 11:12. #depression", sadness
"In Your Real Life, Pay it Forward. Treat Others with #Love #quote #LoriMoreno", happiness
"Countdown to my birthday begins. 29 days. #excited", happiness
"i can absolutely not wait until Christmas! #excited", happiness
"Don't tell me what to do when I already have the instructions. #annoyed", anger
"The Speech Choir event is getting nearer. :( #nervous", fear
"It Be Funny When Mfs Say RIP ONE OF THE GUYS , & I Know He Really Didnt Fuck With Them #IRRITATING", anger
"This fucking ladder at work is gna be the death of me I sware!!! #annoying", anger
"Only two days of school next week! #thankyouthanksgiving #excited", happiness
"Starting my test right away. #nervous", fear
"Don't start what you can't finish #annoyed", anger
"Why can't people just be nice? #annoyed", anger
"I hate that my phone doesn't notify me when I get tweeted now.. #annoying", anger
"@CheltzzzMB I'm actually going to try to get into the same lecture as you. It fits my schedule. #excited", happiness
"my dimple piercings are healing much better now that i have ugly long jewelry in. soon they will be cute again!!! YAY! #excited !!!!!", happiness
"@Zuleika_Rose wooohooo!! what date are you guys going over? you're staying for a week aren't you? #excited", happiness
"@caameronn11 @dalton_austin stop it! my phone frozeee #annoyed", anger
"@AlexConstancio7 Make my day please.Follow me? #depressed #askalex 5", sadness
"I just fell even more in love with my baby! God sure knew what He was doing when He sent him to me ? #Blessed #Happy #InLove", happiness
"@jessicatmcnulty you're loving it, as am I!!! :) #excited", happiness
"If you don't have the mental strength to strive for something you want, why do you complain about not having it? #Annoying", anger
"Really? You're putting MY laundry in the dryer, and NOT using a fabric softener sheet? WTF is wrong with you? #annoyed", anger
"We had to take Oscar-dog to the vet last night.  He either has an infection bothering his stomach and liver or liver failure. #sad", sadness
"#oomf and friends drinking my favorite liquidations #sadness", sadness
"my voxer doesn't tell me when i have new notifications, i have to open to the app to check.. -___- #annoying", anger
"Wanna go huntin so bad... #sad", sadness
"this is driving me crazzyyy.  i can't stop replaying the day in my headd (n) #depressed", sadness
"can't wait for christmas! #Excited!!!", happiness
"Wow this has been one crazy day, but in the long run, it turned out great  #happy", happiness
"getting my ADHD test results tomorrow #nervous", fear
"Females that takes care of a nigga so they won't leave them umph #sad .", sadness
"@DuendeBrews gettin called out by the fox robot #embarrassing", sadness
"Apparently EVERYONE thinks my day off is the time to come & workout. Gym is packed! #irritated", anger
"@itvthismorning I will be feeling Christmassy when I see my mum and dad who I haven&#39;t seen in 6 months on the 22nd! #excited :)", happiness
"I can slowly feel myself changing... ? #proud", happiness
"How do you expect me to put the effort in when you don't.  #frustrated", anger
"@kristiechalmz hahahaahah this is exactly what I mean...you and your wacko faces #love", happiness
"@jriley1015 he willl only get better. I have a feeling we will lose tuesday to mich st though #nervous", fear
"sorting out new years plans :) #exciting", happiness
"Took a closer look at the classes I have left and it looks like I won't be getting out of here until spring 13 #depressing", sadness
"Listening to Lana Del Rey-->Video Games...Im loving it #bliss", happiness
"What Can Happen When You Follow Somebody...... #Surprised", surprise
"Just had my sunday shopping! #LOVE", happiness
"Why does this always happen to me? I mean really? Can I not just keep my voice? #annoyed", anger
"@SpoonDaKid15 not with the phone out bro im hurt and i have extras but i cant get my sim card out my iphone #hurt", sadness
"Can't wait for cwistmas! #yay #excited", happiness
"“@swayzeS_1228: *attention all shoppers in flowood Mississippi.. Nike shorts and uggs make you look stupid. go change. #annoying” #agreed", anger
"Twitter is starting to become like facebook #sametweets from everyone#annoying", anger
"Ah, leaving soon.. already freezing & we didn't even go outside yet. #Joy.", happiness
"Yeeeeee got the lock taken off my phone! #happy", happiness
"Khalids music is entirely too loud, #annoying", anger
"@Alias1on1 Been there. Done that. God the t-shirt. I also hate when some people are so controlled by their significant other. #sad", sadness
"can't people tell each other exactly how they feel. #frustrating", anger
"Riding on the bus to DC, and some broke ass rider doesn't have headphones to her music player. #annoyed", anger
"Heard a catchy tune on the radio earlier, forgot to shazam it and now cant remember for the life of me what it went like #nightmare #anger", anger
"Last full day in Staines then tomorrow I'm coming home for Christmas #excited", happiness
"Terug van 10 min gesprek ging super met me volgens de leraar #happy!!", happiness
"I can't stand being in the same house with my sister and her boyfriend for 5 minutes ? #annoyed", anger
"Going to concert Wiiii. #Happy", happiness
"How are my headphones more talented in tying knots than I am...? #irritated", anger
"home for the holidays takes on a whole new meaning when you go away for college #excited", happiness
"Ark City bound. Get to see my aunt and uncle from Georgia #exciting #familytime", happiness
"#thathilariousmomentwhen @Megatronn013 gets a fly brush in her mouth lolololol #disgusted", disgust
"@RuggaWorld Joost was on Radio 702 this morning,don't think he'll survive 2012 #sad", sadness
"I have the best grandparents anyone could ever ask for #PROUD", happiness
"@lilollieg Don't worry it's alright :) Just hope I get to see you soon!! #excited xx", happiness
"I get tired of just living with my mom! ? #annoying", anger
"@HollyReam remember when he campaigned for it #surprising", surprise
"#OOMF is going out with this girl and he doesnt know everything about her.. #Sad", sadness
"Goin 2 bed with alotta shit on my mind... #depressed", sadness
"Finally got my months allowance on my phone!;D #happy", happiness
"Bill Quinn is suck an amazing man. Even just 10 minutes with him and I feel so blessed #thankyou #happiness", happiness
"is my last name really that hard to pronounce? lol #annoyed", anger
"Just got home from Pansol, Laguna :) with Team Imba. #happy #pagod", happiness
"Leaving for Brussels with my girls ! #love", happiness
"sooo ECSTATIC! 25/25 ON MY RESEARCH PAPER THAT I WAS SURE TO HAVE GOTTEN A C ON! <3333 #happiness", happiness
"Nmthese new dubstep remix's we doing for yall are gonna b fucken crazy #rage", anger
"Why can't everything be normal again?? #annoying", anger
"Spending my Sunday night with @JacobisG :) What a wonderful way to end a good day :) #happy #inlove", happiness
"Why won't you shut up and just listen #annoyed", anger
"I really wish i could find my phone.... #sad", sadness
"Why are some people ok with using other people, but when you need help they will not present them self. #frustrating", anger
"People needs to stop being so judgemental.   #Sad", sadness
"super excited to see @justinbieber on ITVs #thisisjustinbieber at 7pm! #proud! 3", happiness
"@bamull3 just wait until the UT game tonight... #rage", anger
"In Nairobi! Weather is gorgeous! Tanning by the pool, love it! #happy", happiness
"Seriously needs to go to sleep. I need to get as much out of these four hours as I can. #BlackFriday ????? #firsttime! #excitement", happiness
"Dr Bailey is the one!!!! 'Your sincerely Dr Miranda Bailey' LOLOL #happy.", happiness
"Hahahah. When guys add girls.. Then the girl is wondering how she knows him? #Embarrassment #CreeperStatus", sadness
"Wow @ what I jus saw... #annoyed", anger
"the wind in blackpool today nearly made me and charlotte fall over. #embarrassing", sadness
"I never want to see that UPS guy EVER again. #Embarrassing", sadness
"Biggest shopping trip ever when i get paid.... #EXCITED", happiness
"Going to the lights tonight(: #excited", happiness
"Tia hates when there are people at my house. #Sad", sadness
"His wife showed him up #disappointing", sadness
"@Gfess42 tell me when you send it #anxious", fear
"@zjbranson #firstworldproblems is how it works #LOVE", happiness
"I just want a hug. #lonely.", sadness
"done an essay in an hour #proud", happiness
"why does soccer have to make me so happy and so mad at the same time!? #annoyed", anger
"HUSTINGS TONIGHT! 7pm in the dining hall to hear the candidates speeches, challenges and ask them questions! #gonnabeagoodone #exciting", happiness
"all i did was care.. #love", happiness
"I got 2635 followers and not one of them want to be my girlfriend damn I know atleast 2,200  are females  #Sad", sadness
"Kids in bed, homemade cookies, psych #bliss", happiness
"Listening to the wind outside. It's starting to sound like a proper storm! #Excited #LoveThisWeatherSoLongAsImIndoors", happiness
"First time I've gotten my eyebrows done & not cried!  #proud", happiness
"@example joys of being a celeb #exciting", happiness
"@allyrhodesmusic's version of 'If I Die Young' is simply amazing. ? #love", happiness
"Northern guilford's band has not shut up since they got here #annoyed", anger
"I'll never understand how the main hall bathroom can smell soo bad... It was like a mixture of cat food and coffee today #disgusting", disgust
"Just cooked dinner & mums come round for some as dads out & she & @paulbiz are sending rude joke txts to each other! #Disgusted", anger
"You're the only one breaking me down like this. You're the only one I would take a shot on. Keep me hanging on, so contagiously. #happy", happiness
"So the boycott is over. And The First Time is by far the worst episode I have EVER watched for glee. #disappointed", sadness
"just left @prettie_rynnie house. really hope she calls cuz imma little,.... #lonely", sadness
"Just freakin post my grades already #anxious #ahhhhhhh", fear
"Just got back from the ortho, they put my final wire on :) #Excited #SoReadyToGetThemOff", happiness
"Dang I messed up ..#nervous", fear
"So I gotta do #twitteraftadark 2 get more followers... #SAD", sadness
"My nephew is perfect!!! And freaking adorable! He's stolen my heart already!!! I'm the happiest aunt ever (in case you couldn't tell). #love", happiness
"Music makes me soo so so so #happy :)", happiness
"Yesterday's closing ceremony of #seag2011 was great! Indonesia has succeed becoming the host of the 26th SEA Games :) #PROUD", happiness
"Mam just randomly told me that my signed copy of GBY has been dispatched! :) #excited", happiness
"Soo tired of this damn car...#annoyed", anger
"when you get msgs on tumblr #exciting", happiness
"If only closed minded people came with closed mouths... #annoying", anger
"Damn I fucked up the speaker on my phone >:( #sad", sadness
"@meesh_sabatella I'm geussing you won't be visiting me todayyy #sad", sadness
"In other news, only five days until El Camino. Oh wait, that's not other news. That's the only news I've been talking about. #excited #tbk", happiness
"I hope I dont fuck up my presentation -_- #nervous", fear
"@PiriWeepu1049 looks amazing can't wait to visit nz in jan #excited", happiness
"Anyone wanna talk ?? Feeling really #depressed :(", sadness
"@SophiaBush I'm really gonna miss seeing your pretty face on TV once a week! All the best in whatever your next step is :) #LOVE", happiness
"A little country music and rain. #happy", happiness
"@Jae_Millzzz @randeezy36 You two shower together? #embarrassing", sadness
"Well the next chapter in my life book has officially started! On my way to achieving my goal & life long dream! #Excited #TeamEClass ;-)", happiness
"Jon Stevens is rocking that shapeless jumper #rage", anger
"I hate when u turn on temple run and it doesn't turn #annoying", anger
"Its storming I'm hungry...ugh #frustration", anger
"im not on that...i dont you to feel like you did before..im here for you no doubt..so im not gon go there with you.. #Love", happiness
"Crosby comes back tomorrow #excited", happiness
"really upset i missed @justinbieber thing on tlc tonight #depressed", sadness
"takin' a shower. then watching victorious and then go to bed. three days left to christmas break! #excited", happiness
"I just stuttered and my dad called me porky pig. #embarrassed", sadness
"@SekureD SB global leadership are 100% against retro'ing anything. they dont want to be like NSW/BBALL etc #disappointing", sadness
"Hates it when you get a crap song by a crap band stuck in your head!! #Annoying #JLS", anger
"didn't make the lowest team at lions<33 #proud", happiness
"What kind of teacher assigns a 9 page paper and a 15 minute presentation the day after thanksgiving break? #frustrated", anger
"And Iowa State loses to the Drake Bulldogs...Idk what to expect from this team now....We CANT rely on Royce White. #sad", sadness
"Gosh, where's my winter boyfriend? #depressing", sadness
"lol dad said i cant get my new phone for christmas.. funny cause thats all im getting. #hehatestechnology #annoyed", anger
"It was really good actuale #happy", happiness
"ready for the amas cant wait to see who wins an performances #excited #hyped lol", happiness
"@DanielOlooney just seen a tweet then about someone who's in it... The advert is after MIC 10:55! #Embarrassing", sadness
"Time to move on :) #happy", happiness
"OMG R. Kelly wrote 32 new chapters for Trapped In The Closet.. Best news I've heard in a while @GotchaAddicted and @jvshawtyy #excited AF", happiness
"@herek_derrema Arizona brews are subpar #nothingtowritehomeabout #disappointing", sadness
"@Adennis803 you come home TOMORROW!!! and #theengagementparty is SATURDAY!!! #hurryhurryhurry #LOVE", happiness
"I couldn't even get in this rum cake, but its cool Im in that tomorrow #happiness :)", happiness
"I hate when my mom cries when she cant buy me and my sister material things. She doesn't understand that I don't care! #Frustrated", anger
"Getting ready to go to Mankato with @danajo333! :) #excited :)", happiness
"Getting ready to go out and see @BoxfullofGhogs playing tonight at the Live Lounge. #happiness", happiness
"@karlnoelle ha thanks :) what a fitting site! #love", happiness
"@freddiejturner it was supposed to be an easy game as well #disappointing !", sadness
"Follow through with your plans #annoying", anger
"@Damaris_Veloz I would if I could, you know I like taking care of you  #love", happiness
"I thought bout it. No party. Gonna rest at home for tha #biggest college show case of my life.! #nervous AF", fear
"Eating Heath Chocolate Ice Cream. =P~ #Happy.", happiness
"So I Told My Family Am Moving To San Maros, #Anxious!", fear
"How in the world am I sore from lifting lightweight..? #annoyed", anger
"Omg HATEHATEHATEHATEHATE feeling Ill! #depressed", sadness
"It seams like every dog wants to fucking bark as soon as I start to fall asleep. #annoying", anger
"Going to use my free drink voucher in Starbucks now. #excited #freethingsarebest", happiness
"I just so happened to be lucky for my dude to be my best friend. #happy", happiness
"Been hearing strange noises in my room all day #worried", fear
"5 sleeps till Christmas #Excited !!", happiness
"So my interview went really well !!!! I Find out tommorow - I hate waiting . #anxious", fear
"@baileylizbailey watching pretty woman. Such a julia roberts filled weekend #bliss", happiness
"I don't get it, why are people unfollowing me so much all of a sudden? #sadness", sadness
"You seriously create so much unessesary drama #annoying", anger
"I remember being little and being sooo hyper my mom used to make me drink root beer beer. Hahaha #Embarrassing", sadness
"The cutest little asian baby just graced me with her presence #love", happiness
"Getting my final criminology grade #nervous", fear
"Should be doing all the homework I have, #annoyed", anger
"Feels good to laugh! #happiness", happiness
"Karmin isn't going to be at Eaglepalooza anymore. #sad", sadness
"Old people have such attitude #annoyed", anger
"i can feel that the time is near... Lord i know your provision will ALWAYS be ON TIME. #excited", happiness
"ohhhhhhhhhhhh. imma get 3000 tweets in a lil bit. #excited #milestones", happiness
"S/O 2 my new #follower @YeaiMSteezin much #love #Teamfollowback ;)", happiness
"Dark af at 5pm?#depressing", sadness
"@ashleygutii doesn't stop talking!! #annoyed", anger
"That song by musiq soulchild called #Love  >>>>>>>>>>>>>", happiness
"when ever I try to dye my hair lighter it always just gets darker #annoyed", anger
"I just ran out of gas like an IDIOT. #embarrassing", sadness
"Eating pringles, being lazy when I'm suppose to doing my assignments #sad", sadness
"I swear my other phone has dissapeared into a black hole in my room!! #annoying", anger
"i swear im going to punch this girl in her face #annoying", anger
"@topratedlaptops Thanks Retweet this Please and ask your friends to follow thank you #teamfollowback #love", happiness
"But wearing a satin bonnet in public is definitely worse!.. .. .. #annoyed", anger
"One more day before the weekend ! #excitement", happiness
"Can't get that image of that boy 'dougie'in' out of my head - at lunch today #Embarrassing", sadness
"Ohhh! I know you're right by your phone.  #irritated", anger
"I guess i just cant handle things the way  you want me to. #sad.", sadness
"Havent been tweeting so much #disappointed :/", sadness
"@WhereAmaznHappn that's nice...I would like to get a drink tonight but seeming that there isn't anywhere cool to do that.......LOL smh #sad", sadness
"#thatawkwardmomentwhen there's a video of you and your team dancing.#embarrassing @baylz211 @chandler_horton @mads416 @bbrooklynhall", sadness
"S/O to my 2 new #followers :) I appreciate the #love", happiness
"Pulling up to the gas pump to see the last person's purchase $ is 27.01.. #annoying", anger
"I hate when I send a message and the reply is what? Like d.MN can you not read or comprehend!  #annoyed", anger
"#MomentsICanNeverForget when I first met @RELL_ThatGuy lol #Nervous", fear
"Two months today I'll be flying #excited", happiness
"Sitting on the couch watching treehouse with a very fevered little girl. #sad", sadness
"@ryanochoa is an amazing actor' and i love Pair of Kings, i just wish that he followed me back :( #LOVE 9", happiness
"@BSBCarterFan awwww :( i have to miss the concert when they come near me too.... #sad", sadness
"And the snow begins. #depressing", sadness
"Those people who decide it's ok to misspell every word in the english language the second they get on a computer. #annoying", anger
"I write to you hoping that my words can accentuate the things my eyes say and my actions portray while you lay in my arms #Love", happiness
"Sitting out due to injury makes you really appreciate being able to practice #anxious", fear
"Woah, Becoming a Woman Who Listens to God is such a good book. #love", happiness
"I love waiting around for people.. #annoyed", anger
"My Baby Brother Is My Everything . We Do Everything Together . #LOVE", happiness
"Love it when daddy says he's bringing me home a treat #excited", happiness
"Why are so many people complaining these day? #annoyed", anger
"Just had a bad dream about a gorilla :( #sad", sadness
"twerp just left, #lonely </3 ):", sadness
"Biology final in 10 min! #nervous", fear
"Why is my mom such a bitch  #annoyed", anger
"I shampooed and conditioned my hair 3 times and it still smells like bonfire smoke. #Ughhh. #disgusting", disgust
"I feel left out. #lonely", sadness
"the thing is Karl Lagerfeld not supporting curvy models, only skinny or size 0! #sad", sadness
"@dean_drayton what we gonna do on tuesday nights now? #disappointed", sadness
"You know your home alone when you walk downstairs and there isn't a single light on. #lonely", sadness
"staying in, painting on a Friday night... creepily excited about it. #love", happiness
"Tweeting about being drunk and high all the time just makes you look #disgusting", disgust
"Sitting here until traffic die down..#annoyed", anger
"Can't believe christmas is in 6dayss :) wooohoo! #excited", happiness
"* iknoo ijust received like 60 txts in the first 10 mins of MYbirthday #love", happiness
"Mid9yt snack ; peanut and soda(Coke) ....#Bliss", happiness
"Just saw a terrible terrible accident #Sad", sadness
"Isn't retweeting & sharing tweets enough to show you like what they have to say? Do you have to post '#FOLLOW @ blahblah' a 100x!? #annoyed", anger
"I just finish the worst book I ever read ! #proud", happiness
"I'm desperate and confuse, so far away from you~ #Misery", sadness
"@cklikesdykes I wish I could go see it with youuuuu! #sad", sadness
"I love finding out whose in my classes (: #happy", happiness
"@_GusGriswald_ I liked 3 songs #disappointed", sadness
"Hide and go seek in the dark #LOVE", happiness
"lsu playing so decent ! #proud", happiness
"Everybody hate this weather but... Udine is so romantic today. #love", happiness
"Pilates is going to be my new obsession #love", happiness
"Even though the @NHLFlyers are doing amazing right now, I still miss my future husband @CarBombBoom13 #love", happiness
"If I wasn't friends with you, I would unfollow you in a second... #annoying", anger
"this #browns rush defense is so fucking #sad", sadness
"Thank the lord its the weekend:)#excited", happiness
"A miracle on 34th street. #love", happiness
"@SophieLaura_x awww baby.!<3 missing you 2 .! #love", happiness
"Aww you and @drewmoss3 missed me #love", happiness
"@ChrisPaul went to the #Lakers , whaaat ? Were qonna talk about it when you qet home baby #Disappointed", sadness
"Out of school for today already! #happy", happiness
"early start to the Shrine of Our Lady of Guadalupe. it’s been a very long while since i spent Sunday with my family. #happiness :D", happiness
"Dflllll my Homegirl just sent me a video of dis boy eat'n her pussy #disgusted", disgust
"Oh... Its friday and I study for an math exam. #joy", happiness
"todays gonna suck #work #worrying #FML", fear
"Oh just going to the bar I went to last night to see if my birth control is there #awkward #embarrassing #imdumb", sadness
"Can't wait for Skrillex and Nero!!!!! #excited", happiness
"can not wait for Menchies this coming week :) #yum #love", happiness
"hard to get back into school mode after thanksgiving break #fuck #homesick", sadness
"The countdown to indy will begin in a couple weeks. Kinda feeling #homesick", sadness
"Just realized that the zipper on my jeans was unzipped. Hope @CSchaeffer58 didn't see that when he stopped by. #lol #embarrassing", sadness
"It's 3:05pm why hasn't a cow flew past my window yet #HurricaneBawbag #disappointed", sadness
"Filling my iPod with Christmas tunes! Maaaaahhhhhhhh!!!!!! #excited", happiness
"@enkimy J'ai pu voir #Skyrim à l'œuvre chez un ami... j'adore. Mais solo, pas pour moi :/ #fear", fear
"Could not focus while taking my chemistry final #frustrated", anger
"Words cant describe what you do to me #sorrow", sadness
"Glad to say my dinner came out beautiful #proud", happiness
"She spit on the floor then moved to another seat! #DISGUSTING", anger
"I just need someone to come comfort me! #notinthebestofmoods #depressed", sadness
"@albedesigning lying is something I don't know how to do #love", happiness
"seeing my baby tonight. #love", happiness
"im really going to the philippines. #excited", happiness
"@GodBodyTrav @SGredBottomBoss yal stunted this past weekend... #DISAPPOINTMENT", sadness
"Close Yho Mouth When You Eat Dayum ! #Annoyed", anger
"@ShortybangIzzy okaayyy love yah...yah got to be mo careful!!!  #Love", happiness
"I'm going to sing the proud family song for #2omf tomorrow lol #love", happiness
"Baby If you stay by my side all be screaming to the world how much I love you! #LOVE", happiness
"@coastalscents NEEDS TO LOAD FASTER! #annoyed #cybermonday", anger
"I love how after someone has like upset you so much they want to turn around and cover everything up like they didn't do anything #annoying", anger
"@skipabeat77 AW THANKS SWEETHEART GOD BLESS YOU TOO!! #LOVE", happiness
"I was freaking out and nervous but God is good.. #happy", happiness
"Thankful for my husband @kstew20 who works his tail off so I can stay home w/ our boys! #happy #blessed", happiness
"it's the way i'm feeling i just can't deny.. :-) #love <3", happiness
"i can't wait for 25 days of christmas too start!! <3 #excited", happiness
"You piss me off #annoyed", anger
"@Freddiear16 i cant use my fb anymore.. #depressed", sadness
"I'm always hungry no matter what. #Sad", sadness
"I <3 <3 <3 <3 mi beautiful bby cuzzin.!:)) #love", happiness
"Tomorrrow can't come fast enough. #anxious", fear
"Whys it hurt to think about it.. #sad", sadness
"Mum's kitchen pinger has found it's way onto my fridge and there are labrador hairs everywhere.  Home has never felt more like home. #happy", happiness
"@NissaWatterson i remember when I took forever in the bathroom #embarrassing", sadness
"Let's go birds. Play with some #pride", happiness
"That final wasn't so bad... got all worried for no reason #surprised", surprise
"Woohooo won 4-1 #happy", happiness
"@emiliiss and @whatsalizzy hey I feel like when you two constantly retweet each other, it just gets sent to the same people. #annoying", anger
"@2J If ur lucky, 40 years working more hours each week than a month's worth of classes. Soon u'll be 2 old 2 tie ur shoes standing up. #Joy", happiness
"@raqwithme damn quels i aint on no kelz shit now i thought we was better than that #hurt lol", sadness
"why do we have to go to school? #depressed", sadness
"Time for the MJ immortal world tour by cirque du Soliel!!! #excited", happiness
"Talk does not cook rice.~Chinese proverb #therapy #depression #loa", sadness
"mom told me, my Christmas is gonna suck 'cause im getting my presents on Boxing Day #disappointed.", sadness
"@jaydeybaby_  such an unexpected moment in the movie!! Im still sad about it #annoyed", anger
"he's always on my mind...#Love", happiness
"@lbitravel i had a great day with my guy too.. #happy #happyyouarehappy #happinessiskey", happiness
"3 weeks today until Christmas!!! :D #excited", happiness
"Maybe next year #coreysmith #love", happiness
"@SarahCudby HAHAHA no. It is a nice night and I enjoy seeing all the kids beaming smiles #Proud", happiness
"I really wish my mom would go ahead and buy my princess probz shirt I'm not fond of waiting #irritated", anger
"After 9 years of having a broken front tooth, I've finally plucked up the courage to go get it fixed today! D: #nervous", fear
"Gotta get this project and essay done.. Shouldn't have waited till the last night to finish them! #Hurt", sadness
"Where is one ov ma bestii's wen ii need em...#sad", sadness
"Oooh, I just bought a jumper, with pom-poms! It should be here for Tuesday! #excited", happiness
"Today has NOT been my day. #annoyed", anger
"My bottom right eyelid won't stop twitching, and it's driving me bat crap crazy. #annoyed #howdoistopit", anger
"I just did the loudest hiccup when the whole room was silent. #embarrassing", sadness
"@ljwel yeah he's a fast learner! I can't wait - gonna be great! #excited", happiness
"pep rally & homeopener tmrw! can't wait :P #excited", happiness
"@jimbo2728 @skelie1704 @skysportsjules haha!! Good night...nice to meet you. Please stop Dan doing what I asked #disgusting", disgust
"Wearing a bow tie to work tomorrow #excited #simplepleasures", happiness
"Maybe I should learn to control my facial features a little bit better #picturesontimesdaily #EMBARRASSING!", sadness
"If you ever leave me babe, leave some morphine at my door! #love", happiness
"Lol i sound like a alcoholic . plus I spelled it wrong :/ #embarrassing", sadness
"@chrisspurr No direct option to buy any sneaks :(  #disappointing", sadness
"i hate peachtree right now... #annoyed", anger
"Workings just a pain #annoyed", anger
"Decided I want a new @tattydevine name necklace for Christmas. In purple glitter acrylic... Ooh and make it big... Earrings too... #excited", happiness
"@PurpleKutee AAAAWWW DANG HOMEY...NOW IM NOT GONE HAVE ANYBODY TO LAUGH WITH IN CLASS.....#SAD", sadness
"Enjoy love, like to eat chocolate :) #love", happiness
"@mahonalon we really need to discuss. Come round soon and we shall #exciting", happiness
"Train home is booked. #excited", happiness
"IfIHadMoney, I Would Surprise Some Of My Lil HighSchool Buddies With ChickFilA For Lunch Tomorrow Cause They Been Working So Hard :) #Proud", happiness
"@Shmavv is being a #bitch and wont let me clean the blood off my ear. #disgusted", disgust
"@CowboyCotton21 he Popped one in class #disgusting #ewww", disgust
"@yowhatupbroth @DJ_FreshAir WHERE WAS MY INVITE?! #disappointed", sadness
"Chill tonight then its all about tomorrow night  #excited!", happiness
"I'm no where near sleepy #surprise", surprise
"I love when people do nice things that make my day #happy", happiness
"he's not what you think #disappointed", sadness
"@isagordon I had coffee breath this morninng and went to get a mint .. then remembered we ate them all last night #sad #ameture", sadness
"droba with a diet coke on the side ... ppl might start mistaking me for @EvanWDoyle . #worried #imnothispanic", fear
"@AmberWinders23 i did one night get over it already #annoyed", anger
"Someone come rub my back please and thank you #don'tfeelgood #lonely", sadness
"After my 12:15 class im finally going home #happy #happy & #happy !", happiness
"Iguess im doing nothing tonite #lonely", sadness
"Sooo you gotta go through a freaking maze just to get to class! #Annoying", anger
"So stoked how the pictures came out. Uploading them right now. #excited :)", happiness
"Why do you find the need to take a new picture of yourself everyday? #pointless #annoying", anger
"He needs to stop being such a creeper.. #annoyed", anger
"so today @JustBeArely and @Pinkkyy_ made me something #Happy :D", happiness
"I didn't come over here to wait on u #irritated", anger
"I wonder where my dad is I have not heard from him all day #Worry", fear
"Sunday morning . I used to be doing aerobic activity now , but at this time I didn't have to . Its because I have to do my work #annoyed", anger
"@KatyJaynex No worries babe if it makes you #happy! xXx", happiness
"find it sad that we arent making a bigger deal over the fact that the war is over in Iraq. #disappointed #thankyoutroops", sadness
"I can't wait until our  MIAMI trip OMG #Excited :) @KuShxSeXxMoNey @LayLayAhBoss", happiness
"eeeek cyberdog have one coat left!!! NEED IT!!! #happiness", happiness
"Last day until Thanksgiving Break! #happy", happiness
"A in my capstone. Now I have to study my butt off for that A in my domestic relations class. #nervous", fear
"GUYS IT'S NOT EVEN THE WEEKEND YET AND I HAVE DONE SO MUCH WORK #productive AND #Slightlyimmoral andddd #proud", happiness
"Putain j'ai pas eu la pub WOW avant d'ouvrir une TC. #happy", happiness
"@justinbieber Aaaaaa I can't stop listening #UnderTheMistletoe! It's so AMAZING! I love you ? Please notice me! #Proud 45", happiness
"Done with writing the lab report #PROUD", happiness
"Don't care what I look like kinda day... Than I bump into @JustSaiyann #embarrassed", sadness
"Hooked up our cable and my tv only gets 19 channels #sad", sadness
"These polish workers outside my window need to pipe down #annoying", anger
"My Charger Boys Won & I Did The Stats Right. #POW #Proud :)", happiness
"So I was gonna watch Ceja play his football game today but I got practice -__- fuck you crossfit conditioning! I hate you! #annoyed", anger
"Damn there is alot of yall...#surprised", surprise
"I don't know if I'll be able to make it to Lake Ann this winter. #sad", sadness
"Av to get to 24 naw #sad", sadness
"Track starts tomorrow.... #goodbyefreedom #depressed", sadness
"@rrsduncan you didn't fall asleep today for the second day. #PROUD", happiness
"uhhh I love kids ! I can't wait to have my own .... #Love", happiness
"@TheKillerRabbit ah dang. I have a water aerobics/basket weaving class that meets those 4 months. #sadness", sadness
"*a guy just got arrested for taking a 7 yr old girl from a playground 50 ft from her house, raped her, then stabbed her to death #disgusting", disgust
"...Lunch : ) Today  WILL BE #FriedFish WITH POTATOES = )  A #Delight ; )", happiness
"@Concept_Karim yooo Karim! Guess what!!! 4 days ;) #excited xx", happiness
"i miss you so much!! hirap pa din ako mag move on #21 #sad", sadness
"I noticed that I swear so much when I'm at school but when I get home I dont cause my mom still gets pressed when I do lol #annoying", anger
